,Unnamed: 0,keyword,date,text,score
72,72,ドリームインキュベータ,Wed Jan 30 02:13:57 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
73,73,ドリームインキュベータ,Wed Jan 30 02:05:05 +0000 2019,ドリームインキュベータ（4310）2019年3月期Q3累計（4-12月期）決算。増収大幅減益 https://t.co/haBJxVKSHk https://t.co/deybTTJrue,1
74,74,ドリームインキュベータ,Wed Jan 30 00:56:17 +0000 2019,ドリームインキュベータ－急落　3Q累計営業益99％減　投資先2社の価値下落響く https://t.co/jnlJYOxjnG @traders_webさんから,-1
75,75,ドリームインキュベータ,Wed Jan 30 00:31:54 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
76,76,ドリームインキュベータ,Wed Jan 30 00:14:01 +0000 2019,【国内】ドリームインキュベータ－急落　3Q累計営業益99％減　投資先2社の価値下落響く https://t.co/nQ9j4NPYMU,-1
77,77,ドリームインキュベータ,Tue Jan 29 23:57:33 +0000 2019,ドリームインキュベータ（4310）2019年3月期Q3累計（4-12月期）決算。増収大幅減益 https://t.co/LpaVOmk7SR @Longine_twさんから,1
78,78,ドリームインキュベータ,Tue Jan 29 23:52:22 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
79,79,ドリームインキュベータ,Tue Jan 29 22:58:28 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
80,80,ドリームインキュベータ,Tue Jan 29 13:53:24 +0000 2019,ドリームインキュベータ【4310】4-12月期(3Q累計)経常が95％減益で着地・10-12月期は赤字転落https://t.co/b6qw15KKAW19年3月期第3四半期累計(4-12月)の連結経常利益は前年同期比94.… https://t.co/SIRHqCcr7F,-1
81,81,ドリームインキュベータ,Tue Jan 29 13:33:11 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
82,82,ドリームインキュベータ,Tue Jan 29 13:25:47 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
83,83,ドリームインキュベータ,Tue Jan 29 13:17:47 +0000 2019,コンサルのアドバイスを聞いても業績が良くなるわけではないことを示すドリームインキュベータ決算。,1
84,84,ドリームインキュベータ,Tue Jan 29 13:03:27 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
85,85,ドリームインキュベータ,Tue Jan 29 12:29:05 +0000 2019,@kuro_yuki_214 やっふーい後は明日のドリームインキュベータがどう動くかやはりアイペットは優秀っぽいけど依存度高くないですかの案件です。決算は嫌いだけど明日の連れやす買うべきリストだけ作って寝ます。… https://t.co/FgB0mMCzZC,1
86,86,ドリームインキュベータ,Tue Jan 29 11:58:19 +0000 2019,ドリームインキュベータ、売上だけ見るとペット保険の会社になってるw最近アイペットのCMに乃木坂４８が出てるけどそこでアクセル踏んでるのかな。コンサル業は前年同期比30%減なのか(´･_･`)アイペットが連結から外れたら全く業… https://t.co/4M1NFPkrHt,-2
87,87,ドリームインキュベータ,Tue Jan 29 11:52:36 +0000 2019,"RT @KessanMaster: ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
88,88,ドリームインキュベータ,Tue Jan 29 11:44:48 +0000 2019,"ドリームインキュベータIR（Q2）自社の理論株価を開示。ここまで行くとさすがにやりすぎかなとは思うけど、経営者が今の株価(1,586円）を割安だと思っているのはいいですね。 https://t.co/NaE5CmPzM4",3
89,89,ドリームインキュベータ,Tue Jan 29 08:52:01 +0000 2019,ドリームインキュベータ 2019年3月期第3四半期決算発表:https://t.co/cVM09RxW0l,0
90,90,ドリームインキュベータ,Tue Jan 29 07:18:57 +0000 2019,RT @heitaikuma: ドリームインキュベータ(4310)　19年3月期3Q連結業績売上高128.24億→146.65億円↑営業利益15.69億→0.11億円↓経常利益16.14億→0.87億円↓純利益8.7億→1.5億円↓https://t.co/YLAJJ…,5
91,91,ドリームインキュベータ,Tue Jan 29 07:15:03 +0000 2019,ドリームインキュベータ(4310)　19年3月期3Q連結業績売上高128.24億→146.65億円↑営業利益15.69億→0.11億円↓経常利益16.14億→0.87億円↓純利益8.7億→1.5億円↓https://t.co/YLAJJ57Req,5
92,92,ドリームインキュベータ,Tue Jan 29 06:45:02 +0000 2019,ドリームインキュベータのセグメント損益保険セグメントの強さなおこの保険がアイペット だよ(๑˃̵ᴗ˂̵) https://t.co/anN9JkMyYU,0
93,93,ドリームインキュベータ,Tue Jan 29 06:38:57 +0000 2019,ドリームインキュベータやっぱりクソ決算やなー。ある程度クソなのは織り込まれていたと思うけどそれにしても悪いなあ。,-1
94,94,ドリームインキュベータ,Tue Jan 29 06:37:34 +0000 2019,【決算サマリーVisual】(4310)ドリームインキュベータの18年4～12月期、純利益82.8%減1億5000万円 https://t.co/2GUNmZbzTp,1
95,95,ドリームインキュベータ,Tue Jan 29 06:31:06 +0000 2019,(株)ドリームインキュベータ[43100]2019年３月期 第３四半期決算短信〔日本基準〕（連結）2019/01/29 15:30https://t.co/8tpbxJgwhD,1
96,96,ドリームインキュベータ,Tue Jan 29 06:31:01 +0000 2019,(株)ドリームインキュベータ[43100]2019年３月期 第３四半期決算短信〔日本基準〕（連結）2019/01/29 15:30https://t.co/UM6ygoJ0p9,1
97,97,ドリームインキュベータ,Tue Jan 29 06:11:45 +0000 2019,ひけおつでした。前日比+0.41%。PFではアイペットとコトブキヤがプラス。エヌリンクスとUFHDがマイナス。前場は怪しかったけど終わってみれば底堅かったですね。これから出るドリームインキュベータの決算が不安。アルーを処分して… https://t.co/MumhQeBEDN,-2
98,98,ドリームインキュベータ,Tue Jan 29 04:15:42 +0000 2019,この度、ドリームインキュベータ（DI）とプロコミットで、「Career Night」と題しまして、下記を開催することとなりました。https://t.co/loeTjBaODc最新のスタートアップの動向や、スタートアップでのキ… https://t.co/R9ZzHSx07K,2
